36	30	0	5.0	0.42399034431002686
41	31	7	4.641031724038034	0.23565498950084934
53	95	1	1.0	0.17767018693538772
9	75	6	3.3467898319623237	0.04868098761257963
48	19	5	1.2303341826566783	0.08336835833554986
84	91	0	4.041583833717404	0.5844237046240475
40	76	2	3.8897853314178987	0.3261799136723488
27	61	0	1.7671783746122496	0.5735087955205309
96	50	7	3.1120894551363865	0.24002684606884817
5	9	6	1.9810950301089028	0.20877733781046648
22	94	9	5.0	0.14057462481871183
91	2	4	3.3038620967497665	0.0458582583573096
1	81	5	3.8294100030287512	-0.0241370614915458
65	90	4	3.482906634116061	-0.0022360145577963488
46	78	1	1.8333944885146753	0.020396938476590187
16	53	2	1.3838247334452851	0.01620540914294379
10	71	4	4.594224059297052	-0.03971120838800628
28	16	0	1.2654675261976203	0.3788014775362977
11	19	5	2.078650299129043	0.2108866778147464
45	81	5	5.0	0.1422846406178087
85	8	5	5.0	0.1833757789086464
4	87	2	2.175464592746372	0.14654103244150768
18	77	6	4.926354901163667	0.018873651476376763
34	89	1	2.983903304456456	-0.03143002000781431
47	93	3	2.932884641786995	-0.0033365596145587244
57	5	5	4.351379283017717	-0.13344691712930318
26	75	6	5.0	-0.12003679526045005
97	19	5	5.0	-0.0011945071562559223
36	32	2	3.9267253600590406	0.16993302040432684
35	72	1	1.02335888869108	-0.02286675287887792
7	16	0	3.039291989379002	0.5872301397499902
52	42	1	4.834608838432774	0.24803637131587622
14	52	2	1.5700280221725562	0.16574259745893916
33	60	0	3.648949838829822	0.5133358752180749
81	96	6	1.3264383043987489	0.23545843487236529
76	11	6	5.0	0.058157208162456626
50	44	9	4.0478619000134435	-0.030455828727931688
71	83	6	5.0	-0.02402672324201372
78	10	9	5.0	-0.03801121596462065
29	94	9	5.0	-0.1061387287048777
10	13	5	4.64281763362289	-0.01079856132414745
56	15	7	4.807489739191992	0.15149886704260732
39	20	3	1.2450145335726936	0.05763998587232545
3	3	3	3.138083883178528	-0.05688072621031293
59	43	9	1.8347344005725341	-0.09623050178444446
62	97	2	3.4185290440225953	0.025478183993631227
33	74	2	3.96389193435318	0.06603733358439434
51	89	1	1.0	-0.05066615913490938
64	66	9	4.167073599603127	0.05651764004744986
99	60	0	2.820803032106463	0.32603107387409125
90	37	4	1.041778084902306	0.0685106452966961
49	43	9	5.0	0.022883744350987736
9	87	2	2.3090615339568235	0.07374326550053076
68	7	7	2.6171573394833327	0.01397871522516194
14	59	1	3.8217672158103397	0.11069471652672415
48	86	3	1.6284660062970224	0.18421219295486105
50	27	6	1.0760160897949238	0.05121409710239121
0	69	8	3.536386597302512	-0.045718505985775544
45	84	8	4.862895495798084	-0.06713957501785751
61	47	1	1.3070169295203837	0.11133524476838258
83	89	1	2.7248661154253897	0.07621383167068282
22	21	5	4.110552173046061	-0.01033283292829594
54	25	1	3.190280032823933	0.13978060500758976
7	55	5	1.9185500718503494	0.05334863740010424
55	3	3	2.4290573678875784	-0.052876886574005216
71	7	7	4.302353325811491	0.13707046695223074
36	40	7	5.0	0.06734356965107424
11	49	4	4.144834856526846	-0.011923512402963105
87	35	3	2.7818927458683946	-0.03991595560219037
0	98	0	1.7154833190511214	0.36740890743266025
66	38	0	5.0	0.7613436610071908
28	66	9	5.0	0.3155518296447869
17	89	1	2.931771273440259	0.27405352761839485
94	38	0	1.8934343456704747	0.7501437059593755
92	74	2	4.588131844585246	0.25658924928301274
57	71	4	4.102232262065003	0.14051771103502433
99	36	6	3.935159581493905	0.14470083537278916
44	75	6	1.9354985124578568	0.16520667650865012
46	27	6	2.9807582541716897	0.1125744801738228
60	25	1	1.5363594259301316	0.09133871884425304
34	78	1	3.732345341653833	0.03578813952377849
20	88	0	1.7151370776610553	0.49853457438874177
64	23	4	1.9710133241348295	0.33997911991063545
93	12	9	4.56346585815307	0.136066381136423
79	85	9	4.714849651297832	0.14409593892204164
7	58	0	3.4628335591055346	0.5844950778116279
59	46	5	5.0	0.21399257297841065
9	14	6	4.00677411366787	-0.03012564200199984
89	84	8	4.655656337275747	-0.04370532228945601
41	51	3	3.548506554182529	-0.20088673724456177
52	95	1	3.8627554105835706	-0.2295999933297071
46	7	7	5.0	-0.0023781832776306466
30	31	7	4.856415078871323	0.22320677985370002
97	83	6	2.7303861923514745	0.18053988548399535
14	12	9	1.0	0.12696555341137966
11	65	6	5.0	0.004876430896908236
56	23	4	1.3521920329803887	-0.08617863763432448
96	95	1	1.64065164903218	-0.15065968657968784
66	67	9	3.3625016203815923	-0.040783844661756885
85	63	6	3.3672807445782604	-0.17288498201319152
